,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
173111,121359.0,0.179917324,1.262324509,-2.6137072,0.614329577,1.639565517,-0.104160696,1.402746574,0.185202099,-1.067338026,0.344826909,-0.570497979,0.014592889,-0.598721117,1.460974568,-0.922546548,-0.695794988,-0.422809224,0.741509036,1.110517366,-0.010064571,0.563969265,1.692572928,0.000837633,-0.322616136,-0.968766425,-0.344398988,0.450987434,0.333311568,65.0,0
98786,66815.0,1.184019375,0.336591508,0.467741326,1.122940187,-0.301130152,-0.856077362,0.219900386,-0.258115336,-0.119886392,-0.048471934,-0.172651307,0.826759155,1.179781944,0.110801077,0.900308958,0.123677354,-0.5396281,-0.300532884,-0.388506903,-0.014161467,-0.025329232,-0.048844744,-0.055568994,0.41187445,0.571090364,-0.445572599,0.024953438,0.032617167,29.99,0
188234,127882.0,1.847973988,-2.161015963,-0.822385684,-1.264689553,-1.865242649,-0.778151185,-1.019862623,-0.207733823,-0.938582899,1.468716311,-1.104703345,-1.15816781,-0.30584934,-0.331175717,0.089166021,-0.435663567,0.552546776,0.059765008,-0.356721443,-0.053331712,-0.015265555,-0.033673108,0.084831457,-0.043718288,-0.405595281,-0.193619071,-0.016393451,-0.008783585,233.0,0
60282,49250.0,-1.593293767,0.11812381,2.307986377,-0.265105275,-0.669774637,0.912685304,-0.658645548,1.03309192,0.732395348,-1.101384542,-0.653599974,0.839422878,-0.306029095,-0.644403052,-2.274786949,0.418077496,-0.313697217,0.620110017,0.386248615,0.162006066,0.027678154,0.149027445,-0.288911531,-0.439875432,0.534022663,0.543178474,0.158256189,-0.003854036,59.0,0
87102,61538.0,-0.363752954,1.137847229,1.428213868,0.13927176,-0.141896795,-1.167082433,0.723663722,-0.092658831,-0.412113057,-0.512383921,0.073388874,0.006097763,0.019911191,-0.401618388,0.874403608,0.289641723,0.129229963,-0.239672433,-0.214121564,0.102507401,-0.242315014,-0.632337364,0.028368682,0.659123074,-0.205138764,0.051752553,0.245479322,0.101532649,4.56,0
96482,65791.0,-0.407141648,1.055643468,0.522391556,0.779049407,0.072308318,0.215772228,0.362709316,0.515126504,-1.057176787,-0.298788973,1.097645933,1.087611308,0.727479223,0.700931724,0.484392736,-0.171456735,-0.173771406,0.207510443,0.382366448,-0.013047687,0.264235037,0.639288201,0.012502603,-0.284599645,-0.15299724,-0.298918616,-0.041899067,-0.03059356,51.85,0
165593,117528.0,2.117928576,-1.070154268,-0.46705209,-0.731267306,-1.314907672,-0.880877685,-0.984646276,-0.138791003,0.212094025,0.747197656,-0.905597247,-0.752074081,-0.305435847,-0.376551482,0.229692913,1.172261784,0.171017555,-1.088191246,0.435688715,-0.020923908,0.331228063,0.971567115,0.123301008,0.071299785,-0.17751096,-0.091082186,0.002907688,-0.044910045,34.95,0
37794,39111.0,-0.405555807,0.482507391,2.135274943,1.56098449,-0.023609801,1.080085886,-0.06793847,0.402841791,0.595246582,-0.580844036,-1.667168446,0.403800861,-0.27279452,-0.76905132,-1.354047641,-1.490961566,0.968625011,-0.875567305,1.488676535,-0.001387474,-0.329025609,-0.472599318,-0.060872609,-0.426429389,-0.324198152,-0.40616848,0.234830211,0.15132392,6.63,0
102442,68207.0,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1.0,1
58346,48343.0,-2.432542643,2.297604389,1.331603526,3.190999297,-0.243830855,1.033625023,-0.858513102,-2.606812294,-1.342573293,1.179696998,0.417223049,0.914836684,-0.09431909,0.170144857,-2.316863224,0.601251949,-0.094921692,0.095357612,-0.785710066,-1.136333824,3.176827789,-0.638777729,0.507587255,0.476612253,-0.12339503,-0.049059316,-0.186082181,0.111361206,14.88,0
260740,159699.0,2.026897524,-1.694827383,0.578997519,-0.432768109,-1.90693432,0.880598229,-2.135562662,0.437950476,1.718216529,0.363717461,-1.984325863,-0.34194139,-0.343145204,-1.661161134,-1.692096629,0.803243962,0.657626998,-0.955735668,0.975274956,-0.007635381,0.277350066,1.181707092,0.118787908,0.642652402,-0.220436219,-0.002286664,0.082134285,-0.024974682,33.4,0
239445,150113.0,0.158874319,1.008989749,-0.499906202,-0.588208352,0.987066648,-0.721533214,0.957774136,-0.083127322,0.005907688,-0.827439712,-0.925998454,-0.327404891,-0.21691408,-0.977911787,-0.194944879,0.406348468,0.303439471,-0.113786205,-0.146958794,0.012065626,-0.357896408,-0.895555907,0.07545931,0.362545997,-0.400763858,0.12625184,0.219894617,0.081750459,4.49,0
724,548.0,-1.233426042,-0.212440503,1.839631559,-1.802985667,-0.493195104,0.350423887,-0.905316429,0.844863073,-1.52351683,-0.270389879,1.560641788,0.510741914,0.891203952,-0.144349281,0.170163448,1.327734447,0.253640453,-1.205467172,-0.765260691,0.108814667,0.668410378,1.574749988,-0.1764822,-0.221560659,-0.058504336,-0.163971117,0.01467027,-0.03320962,24.99,0
158837,111838.0,0.084254639,0.642769664,-0.207021727,-0.831790636,1.025803721,-0.605294782,1.043654411,-0.38628703,0.044672973,0.032591299,0.836103736,0.476618751,-0.284517843,0.325719124,-0.38894236,-0.084471537,-1.030062926,0.578870216,-0.167359631,-0.181855942,0.400024846,1.281669522,-0.097794532,0.788972336,-0.603623174,-0.389021667,-0.298282288,-0.096887755,0.87,0
71114,54163.0,0.985165555,-0.157070758,-0.000239553,1.364609357,-0.400910689,-0.864135164,0.42439027,-0.221465341,0.248360436,-0.094466748,-0.789781733,-0.173283024,-1.075225397,0.475897857,0.151787265,-0.355488156,-0.038063864,-0.284630567,-0.111707502,0.044470141,0.035649404,-0.080822426,-0.255543416,0.395892675,0.764275764,-0.288069646,-0.020936649,0.034934025,137.1,0
195241,130964.0,-0.160291177,0.719554321,-0.1758195,0.09289543,1.921962595,-0.959214741,1.5752031,-0.475202561,-1.056475438,0.018976589,0.668056189,0.623443874,0.25081649,0.578553262,-0.910824959,-0.265296957,-0.996237263,0.1456212,-0.253985468,-0.005258249,0.211840063,0.694953385,-0.344277753,-0.387714298,0.379299671,-0.562998275,-0.141264338,-0.193786962,11.74,0
72480,54726.0,-0.955579454,1.081170122,0.513091558,2.076031384,-0.103599591,-0.003339105,-0.088592554,0.386524257,-1.328701188,1.148739903,1.399869992,0.430252659,-0.14646318,0.76150769,0.631876496,-0.131452633,0.306166407,-0.112309168,0.861160214,-0.245827399,0.324981422,0.808463428,0.356277999,0.279047418,-1.569276711,0.939403162,-0.430685018,0.207521983,10.62,0
36102,38397.0,1.393845129,-0.516570115,-0.645006822,-1.155806023,0.144679556,0.050180306,-0.14838066,-0.135371862,-1.348080525,0.752696129,0.154399665,0.050874824,1.176148476,0.005268616,-0.144222741,1.602615509,-0.558948619,-0.948476136,1.712727216,0.306179504,-0.220314034,-0.89651446,-0.159183257,-1.392221584,0.553993453,-0.449555369,-0.028263981,-0.001147905,72.0,0
138795,82846.0,-1.205066307,-0.379976705,3.095618118,-0.117263285,-1.424332969,1.664299149,-0.280730386,0.557128714,-0.267648105,-0.222751141,0.047516078,0.944736701,-0.015852403,-1.236649886,-2.758793858,-1.935406373,0.347624179,1.261974145,-1.14640484,-0.58416534,-0.297503466,0.027574107,-0.113499207,0.00924095,0.392718906,-0.301806578,0.087878414,0.041793615,133.4,0
44143,41814.0,-0.249676021,-0.602162806,1.752181622,-1.723726292,-1.323133784,0.079251115,-0.41446174,0.017023623,-2.254621908,1.008913387,-1.388563973,-1.688570105,0.419865391,-0.547506381,1.106835921,-0.194081128,0.360724453,0.75446645,0.803387499,0.051485336,-0.158045239,-0.25175439,0.054160191,-0.509425044,-0.173700511,-0.166490754,0.119075082,0.118102221,98.15,0
134336,80759.0,-0.776816976,2.912488967,-2.491324754,1.16520052,0.722100889,-1.649093003,0.821507008,-0.08383703,0.650567289,1.116290231,2.649360422,0.345167766,0.17522648,-3.909557354,0.433364136,0.862544281,2.487370958,1.843882548,-0.339948752,1.05391522,-0.292446873,-0.170654554,0.149659936,-0.034362902,-0.115355061,-0.388703511,0.989164942,0.427495236,1.79,0
219184,141633.0,-4.279081843,4.520343991,-2.501698259,-1.364671794,0.443342034,2.928976879,-4.11312036,-13.94975809,0.983388144,0.604930218,-0.046626453,1.312164541,-0.409812875,-0.366874606,-1.171473484,0.911879944,0.912367189,0.873703006,0.139918111,-2.814018201,13.41499435,-5.607527154,2.075751654,-0.724041926,0.029917424,0.266571242,0.811163285,0.218497169,2.58,0
273454,165592.0,-0.769313018,0.126665176,1.265413546,-1.329026677,0.969656828,-0.13658506,0.137190091,0.278300399,0.374366775,-1.015718698,-0.323045917,0.137256204,-0.646572399,0.236775626,-0.193369049,0.909711165,-1.504810583,1.031539973,-0.094622302,-0.099456838,-0.037889138,-0.293883595,-0.160597101,-1.120001166,-0.142457648,-0.974389963,0.142033851,0.142188712,1.0,0
274149,165872.0,0.044673212,0.878789036,0.300818747,-0.584695101,0.415077373,-1.12746496,1.021942874,-0.216388562,-0.066925752,-0.414990176,-0.893916973,0.217905015,0.153947358,0.083845212,-0.419954828,-0.102716765,-0.413649358,-0.769333882,-0.088189933,-0.030513028,-0.25850376,-0.557748404,0.068220483,0.043419969,-0.485677322,0.137258717,0.248263217,0.097784432,2.88,0
145844,87224.0,-2.224636135,-2.474505219,0.035743904,-0.402856351,3.997752067,-2.7425,-1.016549312,0.066846244,0.280385692,-0.608257051,-2.021890102,-0.521383757,-0.513696059,0.544405826,0.283870956,0.274840207,-1.082542983,0.519981615,-0.530695464,0.559657948,0.472943518,0.448304111,0.08779844,-1.007602943,0.664845861,-0.148101252,-0.110185939,0.064374667,2.29,0
231443,146769.0,-4.08267871,3.767394436,-3.607969168,-0.738146212,-0.705060991,-1.370754707,-0.654367767,2.631662787,-1.37040266,-3.210039543,0.296753828,0.637743464,-0.645878457,-0.649659696,-0.608916824,1.755064083,2.846203483,2.10378909,-0.641071155,-0.91771299,0.253568094,-0.284347766,-0.427276748,-0.843325716,1.38915074,-0.50333484,-1.334405155,-0.382327634,56.47,0
213486,139275.0,-1.691343311,1.694736069,-2.785963752,-0.130722186,1.68882033,4.171406722,1.049500948,1.227729478,-0.770275706,0.100599358,-0.577377631,0.111332754,-0.278983696,1.060250967,0.08444059,-0.929240531,0.29862258,-0.375340274,0.716410964,-0.477685803,0.165061162,0.507394311,-0.145576044,0.73955906,0.071979581,-0.418193413,-0.445339004,0.085927148,216.45,0
145738,87165.0,-2.218634887,1.416548152,-1.772295176,-3.102538677,1.568073191,-1.067227682,1.84478367,-0.591965137,1.545626248,1.593294195,0.459082558,0.632979317,-0.08741068,-0.3862823,-1.690373148,-0.418450619,-1.288158803,-0.268677819,-0.353675864,0.288859725,-0.183353505,0.847936251,-0.03963607,0.274587232,-0.017869941,0.378920126,-0.57226795,-0.567153155,8.0,0
150697,93920.0,-12.38104821,8.213022153,-16.96252965,7.116090598,-9.772826359,-3.666835648,-16.14736337,2.078705953,-4.250656834,-16.74604411,7.425800963,-15.5648376,-0.42633842,-14.02953767,-1.68188923,-11.13376098,-15.83358888,-5.748532938,2.271081507,0.5377949,0.167703335,1.503413334,-0.767755382,0.371951476,-1.415639479,-0.51702216,-0.434620523,0.292721057,97.0,1
239931,150345.0,1.942121955,-0.601035807,-1.681376218,0.798383294,-0.181501557,-1.068701479,0.354288476,-0.451645751,-0.836148403,1.024512023,-1.22995519,-0.061296334,-0.128031952,0.438790878,-0.638895749,-2.222403149,0.142589382,0.725437307,-1.016311348,-0.510800894,-0.252205454,-0.267857826,-0.007709242,-0.050686987,0.304172581,-0.498131686,-0.009122973,-0.039832649,111.11,0
59844,49032.0,-2.491803009,2.396701208,1.192345443,0.708311466,0.12574011,1.145981655,-0.577322946,-4.779971672,-0.486177418,0.993252889,1.781238696,1.227621154,0.240330674,0.371809434,0.714675762,-0.493684448,0.254125011,-0.411291787,0.855758973,-0.803969009,4.031326535,-2.555691977,0.606475475,-0.120587089,0.16666314,-0.599557997,0.631639081,-0.048110292,50.37,0
240528,150642.0,-1.669415488,-0.803100106,-0.305724699,1.185411418,0.58177903,-0.173835093,2.421181337,-0.300141889,-1.168320453,-0.408692366,-0.72791396,0.263975588,1.248365316,0.426398308,0.689171899,-0.454939311,-0.369048452,-0.027165027,0.580219824,1.52795994,0.271844023,-0.189130615,1.166014471,0.588007455,0.273444144,-0.681591648,0.2012246,0.280040585,500.0,0
221127,142447.0,-0.842721845,1.421429307,-1.441241149,-0.689501189,0.421292589,-0.486145257,-0.048259061,1.034454892,-0.138487569,-0.740330072,0.035033037,-0.196983839,-1.682901221,0.078812622,-0.765190356,0.967296671,0.388857294,0.70208912,0.200617028,-0.17135361,-0.288008373,-1.005663205,0.128629442,0.040011625,-0.36435542,0.136980649,0.081468487,-0.028712726,1.98,0
251220,155272.0,1.629602815,-2.546214364,-1.248803273,-1.340483617,-1.552628354,-0.199783395,-0.841867779,-0.193508026,-1.053845335,1.386260786,-1.323947084,-0.93198418,0.52003347,-0.483614377,0.046342314,-0.27555729,0.322200376,0.224616356,-0.204304117,0.313857151,0.042529108,-0.182967002,-0.051424647,0.468164488,-0.355417687,-0.230572051,-0.045643088,0.020661631,367.5,0
163533,116012.0,1.828583691,0.139528432,-0.470621375,4.038117182,0.190986016,0.58684885,-0.118754569,0.191252859,-0.012225207,1.237405508,-2.102976185,-0.760336701,-1.930635702,-0.006275604,-2.363790198,0.222757265,-0.078753821,-0.856271412,-0.798686001,-0.346734338,-0.377605861,-1.000190818,0.327484987,0.635665222,-0.177098025,-0.291112832,-0.031149622,-0.035642222,37.07,0
147605,88737.0,1.917826531,0.951966571,-2.059205513,3.833997712,1.668192191,0.769825697,0.232463057,0.107940567,-1.143645689,0.541699243,0.30197723,0.257697091,0.709147652,-2.420715975,-1.997740181,1.50669615,0.799832475,1.162764262,-1.150627357,-0.115922318,0.015255354,0.239994342,-0.111915985,-0.38057589,0.370994789,0.189116547,-0.005823281,-0.012105091,9.21,1
248874,154137.0,2.099930045,-0.096934873,-1.749435109,-0.009446151,0.568029577,-0.34113048,0.105632237,-0.154331233,0.435683071,0.182566856,0.051303979,0.557695252,6.45e-06,0.657825244,0.185417316,0.246674426,-1.083760368,0.717317495,0.397815847,-0.217631395,0.22875374,0.79789554,-0.137975104,-1.124895142,0.363006967,-0.054792735,-0.022651285,-0.080885077,1.0,0
102950,68438.0,1.136523325,0.183897671,0.458074466,2.526805883,0.11064039,0.77594443,-0.210714502,0.245156735,0.039771974,0.503136927,-1.751314745,-0.664308935,-1.203585336,0.03671056,-0.448888827,0.106155717,-0.103952208,-0.544507063,-0.65663665,-0.222130308,-0.110179571,-0.185945541,-0.155392747,-0.785474716,0.616275687,0.161707356,0.012646406,0.008950509,22.69,0
154857,103327.0,-0.09236615,1.399280947,0.947612775,4.530720889,0.412079936,1.646325397,-0.761750543,0.69677619,-0.11303106,1.133342647,-0.830132662,-2.22146697,4.044577086,1.127848867,0.036929596,0.60099254,0.354909734,0.851498813,0.762232081,0.335384024,0.083244464,0.611711611,0.366671117,-0.07106412,-1.991154046,-0.012210994,0.523486767,0.311566762,16.48,0
130738,79421.0,-0.773458196,0.575641528,1.535028423,1.489386604,0.262467837,-0.264007512,0.583475813,0.073504337,-0.383735028,-0.132465668,-0.251463628,0.540783548,0.30123277,-0.040872709,0.156452785,-1.336703527,0.723196508,-0.815777387,0.587822244,0.363566758,0.052527671,0.345109958,0.07383976,0.430717778,-0.079866223,-0.247028399,0.402261576,0.219806366,60.66,0
226057,144483.0,1.843825718,-0.343758898,0.161678865,1.408154685,-0.839926821,-0.21426693,-0.679952042,0.053536959,1.134896729,0.113835268,-0.897637792,0.53233229,0.413227413,-0.260524362,0.661904967,0.498198051,-0.727382453,0.144840642,-0.755090467,-0.158490945,0.084663384,0.348705726,0.247731535,-0.048615716,-0.359852283,-0.756751506,0.076058677,-0.013157168,45.0,0
73752,55264.0,0.929863136,-0.775399124,1.130480156,0.437898213,-1.498304278,-0.533958497,-0.469688833,-0.000783914,1.173994473,-0.513395843,-0.506250272,0.667610033,-0.101642892,-0.496865963,-0.306122342,-0.196600509,0.270454641,-0.714127101,0.299700111,0.180803924,-0.131749386,-0.425417543,0.002932735,0.791481531,0.041839053,0.90837889,-0.058749645,0.040798437,142.24,0
206473,136223.0,-2.047437664,-0.753777015,2.036988968,-0.374613002,0.80349016,-0.927173684,0.48230579,-0.284302221,0.578509199,-0.647265467,-0.863027498,-0.102649194,-0.136516215,-0.428469451,0.546737479,0.141784546,-0.708719741,-0.047407756,0.02513406,-0.323183709,-0.325338176,-0.446292261,0.346651983,-0.019284255,0.519566365,-0.519148184,-0.283914699,-0.008604728,56.38,0
63855,50895.0,-1.574059156,1.505452633,1.261565874,1.288042323,2.00906814,4.625696313,-0.546716178,0.916513546,0.238893785,2.77343376,-0.070714245,-0.829561114,0.26422956,-0.889618196,2.228632351,0.607487921,-1.027467985,1.124575565,0.641019722,1.164418029,-0.084776944,0.49131242,-0.389787487,1.0083486,0.372723003,0.395820793,0.59395194,0.059011559,6.24,0
137317,82109.0,0.615189375,-1.303596069,1.021978095,0.552398861,-1.618435563,-0.153865323,-0.42463996,0.138500706,1.269240375,-0.594675426,-0.244160903,0.374093357,-0.983719456,-0.257003202,0.040718699,-0.491643201,0.676075043,-1.098666011,-0.172825961,0.358229212,-0.019952153,-0.412817928,-0.048917449,0.66981054,-0.135922625,0.914018064,-0.07263189,0.06075759,274.97,0
143073,85105.0,1.302377965,-0.606529308,-0.681986193,-1.904603396,1.326623107,3.436312447,-1.145126827,0.959147262,1.671301564,-1.02294603,-0.191422973,0.631027341,0.03190727,-0.031425381,1.446626976,-0.121820379,-0.651405237,0.617970477,0.927600045,0.005756655,-0.064208281,-0.080587077,-0.072991079,1.01813597,0.663574772,-0.671322844,0.096800945,0.028696878,1.0,0
37583,39022.0,1.359725252,-0.10585463,-0.026699589,-0.246118634,-0.375417672,-0.726200188,-0.162936396,-0.081670783,0.581624658,-0.135475306,-1.27422977,-1.022249751,-1.5509145,0.543390216,1.393874825,0.584064038,-0.50512726,-0.004836635,0.399370124,-0.161293717,-0.186712798,-0.598879902,-0.034998021,-0.444330665,0.291944614,1.018918219,-0.096290932,-0.009074869,0.92,0
169565,119757.0,-0.943171738,0.359359221,0.899748712,-2.709957072,0.963729192,-0.838752793,0.753285496,-0.229922871,0.613926376,-1.794995379,-0.820062043,0.88304495,1.287320778,-0.19430072,0.557876466,-0.761031621,-0.376041022,-0.121210242,0.923229107,-0.001232864,-0.001837395,0.138221134,-0.577678053,0.562838599,0.913595192,-0.146241249,-0.06242162,0.038294394,7.24,0
108708,71033.0,-3.170818415,0.185734555,-3.399851579,3.76115529,-2.148047028,-1.598944425,-2.519565318,1.316215011,-2.400106116,-4.993417038,4.447191766,-5.293760103,-1.419578299,-6.425276214,0.914083034,-3.515197166,-6.347453308,-0.903512166,1.191606268,1.932253725,1.092051134,-0.041080429,0.904395218,0.180015602,0.04997034,-0.257099838,0.859281566,0.225924186,426.4,1
256681,157808.0,1.890209769,-0.718621456,-0.494607816,0.411252574,-0.664836359,-0.034165069,-0.723185803,0.113822223,1.410208955,-0.002951311,-1.239037409,-0.250509146,-0.839344789,-0.059914123,0.567476418,0.37783018,-0.434762842,0.11947133,-0.290453777,-0.11769337,0.174754378,0.521449563,0.155090705,0.634628276,-0.31588299,0.542924746,-0.03823908,-0.034064623,64.99,0
30442,35926.0,-3.896582592,4.518354703,-4.45402724,5.547453347,-4.121458573,-1.163406658,-6.805053053,2.928356254,-4.917129599,-6.600460622,3.367845608,-7.88897752,1.682603467,-7.628651916,0.779245996,-7.533404329,-14.06462394,-4.960108633,2.525784924,0.757286727,1.69104203,0.920020577,-0.151103893,0.011006878,0.080303267,0.412191351,0.635788871,0.50104955,4.56,1
9670,14456.0,1.115258664,-0.260823128,0.811221199,0.189364303,-0.716997308,-0.057914084,-0.670598759,0.147799302,1.657007203,-0.370000055,2.349288271,-2.248488494,0.458630322,1.950023422,0.269952951,0.452952986,0.391866884,0.35878559,-0.470102324,-0.133264625,0.012399012,0.181927888,-0.003799419,0.015008,0.054397755,1.044765436,-0.089223598,-0.006320897,39.0,0
210440,137984.0,-0.653035764,0.548017047,-0.086262569,-0.544865289,1.697882759,1.938229763,0.348006612,0.594696337,-0.189034827,0.068826347,0.706970866,0.106105489,-1.104582097,0.650280448,0.866960319,-1.310877528,0.665850214,-1.561248211,0.27926147,-0.132907694,-0.124570254,-0.077173319,0.155662379,-2.404813631,-0.976767909,0.46961831,0.20456563,0.19662478,4.49,0
58570,48449.0,0.974420801,-0.661510625,1.118092289,0.276446701,-1.364834582,-0.286402122,-0.675361707,0.15018694,0.685278389,-0.127177699,1.241693813,0.853640948,-0.375743844,-0.03645381,0.036431048,0.533345255,-0.403735085,0.382387181,0.12538572,0.119248543,0.191982892,0.428853569,-0.097918043,0.621472759,0.105092954,1.069536214,-0.060450927,0.023489269,106.6,0
139718,83310.0,0.966085031,-1.931477877,0.21887993,-0.902896579,-1.87274543,-0.674100408,-0.592815202,-0.258622401,-1.531176452,1.169594007,-0.818094878,-0.608452909,0.405422464,-0.561344368,-0.60901583,-0.891680069,0.942159448,-0.370460255,0.090152826,0.208590826,-0.2145051,-0.687849284,-0.197672563,0.378282581,0.345717748,-0.271963282,-0.012620435,0.066516663,289.0,0
23422,32745.0,-2.17913506,0.020217918,-2.182732796,2.572046261,-3.663733112,0.081567933,0.268048731,0.660437429,-2.374027363,-3.58281002,1.975821062,-3.500542265,0.170681027,-2.735940374,1.670251104,-4.046292997,-5.079479085,-2.586857045,1.669260553,1.9579603,1.026421111,0.299613502,1.656800007,0.328432502,0.106456828,0.691774506,0.196778974,0.241085157,717.15,1
131218,79523.0,-0.993013871,1.039346086,2.085955443,1.090694471,-1.031146406,0.64279974,-0.245980091,0.756329254,-0.651946023,-0.254961435,1.386530724,0.584244015,-0.250235138,0.521526678,1.305579986,0.177108134,-0.043305965,0.690770113,0.300875307,-0.088904967,0.335465977,0.823118093,-0.051143852,0.211518551,-0.326753392,-0.248377287,-0.048951317,0.039066449,68.0,0
5668,5928.0,-2.951976652,-2.567861683,2.312528167,-1.031942309,0.362438296,-0.661104414,-0.591361225,0.029600252,0.969822839,0.305191656,1.631371367,-3.091731911,1.225154105,0.523235152,-1.347706863,1.637261369,0.314870138,0.052796754,0.2652225,0.267618777,0.002601457,0.905453109,1.169405475,-0.068822728,0.949169402,-0.10543021,0.417377557,-0.094535269,153.53,0
116404,74262.0,-2.250534809,2.365754878,-2.955491179,0.089790598,-2.830744567,-0.844461639,-0.174061561,-0.407138138,0.174216294,-2.998926256,2.605168575,-3.677716614,-0.961254636,-4.629480997,1.942181613,-4.180378884,-4.605686468,-2.557184137,1.589582202,-0.486537142,0.256559618,-0.466245243,0.291104927,0.242566553,-1.279093712,-1.123534337,-0.630976513,0.326839204,311.28,1
231978,146998.0,-2.064239752,2.62973923,-0.748406253,0.69499204,0.418177986,1.392519734,-1.697801219,-6.333064612,1.72418428,-0.887241636,-1.594257792,-0.338775118,-0.978064513,-3.688825995,-1.487083423,0.526946021,2.3470229,1.691220005,-0.736110693,-1.4244862,6.215513991,-1.276908596,0.459861127,-1.051685475,0.20917836,-0.319859445,0.015433869,-0.0501165,8.0,1
14197,25231.0,-16.59866474,10.5417508,-19.81898181,6.017294647,-13.02590105,-4.128779003,-14.11886485,11.161144,-4.099551431,-9.222825507,6.329364676,-8.952190712,-0.138363691,-9.825054421,0.057223592,-7.541687424,-14.25959859,-5.035051524,1.43226793,1.534919821,1.725852827,-1.151605776,-0.680051902,0.108175915,1.066878341,-0.233720431,1.707520552,0.511423169,99.99,1
45862,42529.0,1.115264034,0.050700854,-0.529526931,0.851064909,0.568411303,0.312177983,0.290596837,0.136377227,-0.24218363,0.208042187,0.271161433,-0.28455871,-1.704965764,1.082311156,0.511971435,0.2831586,-0.629057509,-0.022707534,0.211106158,-0.10915996,-0.306637303,-1.141342464,-0.076886544,-1.248216284,0.468695885,-0.563154464,-0.017499786,0.003005345,73.6,0
132305,79937.0,0.994442852,-0.278229878,1.309239949,1.671373932,-0.80255689,0.796198058,-0.639027891,0.435578546,1.035847689,-0.243092624,0.707494893,1.530292372,-0.778869843,-0.451873762,-2.374937898,-0.98991883,0.621271237,-0.874528921,0.384930357,-0.201243543,-0.346195325,-0.608116337,0.088880737,0.20887044,0.349576684,-0.539408179,0.082581755,0.022158652,24.9,0
268493,163239.0,-0.231640187,1.329656791,0.056561925,2.998268452,0.410917433,0.147767459,0.631744212,0.358649078,-1.538269702,0.733441321,-1.101576125,0.256262051,0.883709328,0.102354049,-1.302872496,0.917129783,-0.722626133,-0.512327541,-2.071067347,-0.384043703,0.208171434,0.503009963,0.433665292,1.058694601,-0.771741048,-0.287727772,-0.157664009,-0.059168933,63.46,0
26889,34298.0,0.517026383,-1.049869733,0.135239435,1.460252679,-0.690899555,0.126994062,0.242634358,0.02373503,0.377953618,-0.149744124,0.480121041,0.837816621,-0.550446374,0.211422411,-0.999474464,-0.089873135,-0.314730999,0.344023377,0.323698925,0.527298085,0.171897075,-0.079011481,-0.471782168,0.042901943,0.617804398,-0.319630347,-0.03238096,0.066798349,348.42,0
81405,58918.0,1.151374433,-0.182381918,0.320884838,0.508964701,-0.306601622,0.049827765,-0.175649876,0.081391796,0.339703169,-0.065296854,0.413715149,0.860114837,-0.151268017,0.085448469,-0.771173773,0.210483275,-0.471948771,0.001973523,0.790045051,-0.002315583,-0.258049936,-0.712731334,-0.064961578,-0.320977524,0.379270455,0.325959196,-0.038863883,0.004660762,49.91,0
250352,154859.0,1.701846652,-0.552142614,-0.336815684,1.576448552,-0.580517348,-0.007181743,-0.298394711,0.165755529,1.057350953,0.139800478,0.34313155,0.924915965,-1.330972671,0.165851015,-1.751607347,-0.253409899,-0.149858061,-0.361341423,0.37584284,-0.175700075,-0.418650776,-1.188609556,0.376159847,-0.090543291,-0.44338808,-1.130950055,0.030504743,-0.02660148,97.64,0
237618,149323.0,1.862001849,-1.987981952,-0.898865677,-1.693772438,-0.859124288,1.174237303,-1.378050265,0.319922828,-1.404362397,1.499018115,1.228693848,0.476518175,1.093077679,-0.386004778,0.005534623,-1.116533409,0.942497883,-0.907833633,-1.018759502,-0.205304968,0.06476648,0.534754368,0.178569402,-1.33892097,-0.531790603,-0.096065057,0.055492337,-0.044279206,148.0,0
166949,118402.0,-0.735255414,-0.076262372,2.385746753,0.062658963,-0.22497153,1.045009609,-0.500903428,0.382370534,-1.350452603,0.371243866,-0.104935521,0.506362405,1.300512055,-0.507769223,0.014792577,-1.164022527,-0.543916061,2.480462727,0.2259382,-0.119116536,-0.216827016,-0.151911614,-0.240156656,-0.84464601,0.329537386,-0.38524462,0.151313115,0.088793075,44.9,0
118710,75180.0,-7.37495054,-15.64356228,-5.257319895,2.436452689,-5.568796241,0.922052683,5.523086545,-1.544587062,-2.485910116,-0.797083696,-0.914844464,-0.181694188,2.296053562,0.44954604,0.114477292,-0.275819687,0.772415373,0.657081547,-1.245662823,9.156332772,2.574317736,-2.529980146,-4.239132129,0.161056981,-0.919078327,-0.529898726,-0.851842485,0.812289199,4642.2,0
